
Begin Step 0, Time: 0.02, Redshift: 49, Nf = 0134217728, Systemstep: 0, Dloga: 0
Begin Step 28, Time: 0.03068, Redshift: 31.5946, Nf = 0134217728, Systemstep: 0.000465267, Dloga: 0.0152813

Begin Step 29, Time: 0.0311524, Redshift: 31.1003, Nf = 0060251487, Systemstep: 0.000472431, Dloga: 0.0152813

Begin Step 30, Time: 0.0316321, Redshift: 30.6135, Nf = 0131893841, Systemstep: 0.000479706, Dloga: 0.0152813

Begin Step 31, Time: 0.0321192, Redshift: 30.134, Nf = 0060382810, Systemstep: 0.000487093, Dloga: 0.0152813

Begin Step 32, Time: 0.0326138, Redshift: 29.6619, Nf = 0134217728, Systemstep: 0.000494594, Dloga: 0.0152813

Begin Step 33, Time: 0.033116, Redshift: 29.1969, Nf = 0067668036, Systemstep: 0.00050221, Dloga: 0.0152813

Begin Step 34, Time: 0.0336259, Redshift: 28.7389, Nf = 0132271931, Systemstep: 0.000509943, Dloga: 0.0152813

Begin Step 35, Time: 0.0341437, Redshift: 28.2879, Nf = 0067797986, Systemstep: 0.000517796, Dloga: 0.0152813

Begin Step 36, Time: 0.0346695, Redshift: 27.8438, Nf = 0134217728, Systemstep: 0.000525769, Dloga: 0.0152813

Begin Step 37, Time: 0.0349354, Redshift: 27.6242, Nf = 0000000004, Systemstep: 0.000265913, Dloga: 0.00764067

Begin Step 38, Time: 0.0352034, Redshift: 27.4064, Nf = 0074780180, Systemstep: 0.000267952, Dloga: 0.00764067

Begin Step 39, Time: 0.0354734, Redshift: 27.1902, Nf = 0000000005, Systemstep: 0.000270008, Dloga: 0.00764067

Begin Step 40, Time: 0.0357455, Redshift: 26.9756, Nf = 0132588782, Systemstep: 0.000272078, Dloga: 0.00764067

Begin Step 41, Time: 0.0360196, Redshift: 26.7626, Nf = 0000000006, Systemstep: 0.000274165, Dloga: 0.00764067

Begin Step 42, Time: 0.0362959, Redshift: 26.5513, Nf = 0074909578, Systemstep: 0.000276268, Dloga: 0.00764067

Begin Step 43, Time: 0.0365743, Redshift: 26.3416, Nf = 0000000008, Systemstep: 0.000278387, Dloga: 0.00764067

Begin Step 44, Time: 0.0368548, Redshift: 26.1335, Nf = 0134217728, Systemstep: 0.000280522, Dloga: 0.00764067

Begin Step 45, Time: 0.0371375, Redshift: 25.927, Nf = 0000000165, Systemstep: 0.000282674, Dloga: 0.00764067

Begin Step 46, Time: 0.0374223, Redshift: 25.722, Nf = 0081495956, Systemstep: 0.000284842, Dloga: 0.00764067

Begin Step 47, Time: 0.0377093, Redshift: 25.5186, Nf = 0000000174, Systemstep: 0.000287027, Dloga: 0.00764067

Begin Step 48, Time: 0.0379986, Redshift: 25.3168, Nf = 0132855630, Systemstep: 0.000289228, Dloga: 0.00764067

Begin Step 49, Time: 0.03829, Redshift: 25.1165, Nf = 0000000186, Systemstep: 0.000291447, Dloga: 0.00764067

Begin Step 50, Time: 0.0385837, Redshift: 24.9177, Nf = 0081621674, Systemstep: 0.000293682, Dloga: 0.00764067

Begin Step 51, Time: 0.0388796, Redshift: 24.7204, Nf = 0000000207, Systemstep: 0.000295934, Dloga: 0.00764067

Begin Step 52, Time: 0.0391778, Redshift: 24.5246, Nf = 0134217728, Systemstep: 0.000298204, Dloga: 0.00764067

Begin Step 53, Time: 0.0394783, Redshift: 24.3304, Nf = 0000001158, Systemstep: 0.000300491, Dloga: 0.00764067

Begin Step 54, Time: 0.0397811, Redshift: 24.1375, Nf = 0087759172, Systemstep: 0.000302796, Dloga: 0.00764067

Begin Step 55, Time: 0.0400862, Redshift: 23.9462, Nf = 0000001204, Systemstep: 0.000305119, Dloga: 0.00764067

Begin Step 56, Time: 0.0403937, Redshift: 23.7563, Nf = 0133078941, Systemstep: 0.000307459, Dloga: 0.00764067

Begin Step 57, Time: 0.0405483, Redshift: 23.6619, Nf = 0000000005, Systemstep: 0.000154613, Dloga: 0.00382033

Begin Step 58, Time: 0.0407035, Redshift: 23.5679, Nf = 0000001260, Systemstep: 0.000155204, Dloga: 0.00382033

Begin Step 59, Time: 0.0408593, Redshift: 23.4742, Nf = 0000000008, Systemstep: 0.000155798, Dloga: 0.00382033

Begin Step 60, Time: 0.0410157, Redshift: 23.3809, Nf = 0087880659, Systemstep: 0.000156395, Dloga: 0.00382033

Begin Step 61, Time: 0.0411727, Redshift: 23.2879, Nf = 0000000004, Systemstep: 0.000156993, Dloga: 0.00382033

Begin Step 62, Time: 0.0413303, Redshift: 23.1953, Nf = 0000001325, Systemstep: 0.000157594, Dloga: 0.00382033

Begin Step 63, Time: 0.0414885, Redshift: 23.1031, Nf = 0000000012, Systemstep: 0.000158198, Dloga: 0.00382033

Begin Step 64, Time: 0.0416473, Redshift: 23.0112, Nf = 0134217728, Systemstep: 0.000158803, Dloga: 0.00382033

Begin Step 65, Time: 0.0418067, Redshift: 22.9196, Nf = 0000000015, Systemstep: 0.000159411, Dloga: 0.00382033

Begin Step 66, Time: 0.0419667, Redshift: 22.8284, Nf = 0000005656, Systemstep: 0.000160021, Dloga: 0.00382033

Begin Step 67, Time: 0.0421274, Redshift: 22.7375, Nf = 0000000009, Systemstep: 0.000160634, Dloga: 0.00382033

Begin Step 68, Time: 0.0422886, Redshift: 22.647, Nf = 0093523957, Systemstep: 0.000161248, Dloga: 0.00382033

Begin Step 69, Time: 0.0424505, Redshift: 22.5569, Nf = 0000000016, Systemstep: 0.000161866, Dloga: 0.00382033

Begin Step 70, Time: 0.042613, Redshift: 22.467, Nf = 0000005875, Systemstep: 0.000162485, Dloga: 0.00382033

Begin Step 71, Time: 0.0427761, Redshift: 22.3776, Nf = 0000000021, Systemstep: 0.000163107, Dloga: 0.00382033

Begin Step 72, Time: 0.0429398, Redshift: 22.2884, Nf = 0133266793, Systemstep: 0.000163731, Dloga: 0.00382033

Begin Step 73, Time: 0.0431042, Redshift: 22.1996, Nf = 0000000020, Systemstep: 0.000164358, Dloga: 0.00382033

Begin Step 74, Time: 0.0432692, Redshift: 22.1112, Nf = 0000006102, Systemstep: 0.000164987, Dloga: 0.00382033

Begin Step 75, Time: 0.0434348, Redshift: 22.023, Nf = 0000000034, Systemstep: 0.000165619, Dloga: 0.00382033

Begin Step 76, Time: 0.043601, Redshift: 21.9352, Nf = 0093639567, Systemstep: 0.000166253, Dloga: 0.00382033

Begin Step 77, Time: 0.0437679, Redshift: 21.8478, Nf = 0000000037, Systemstep: 0.000166889, Dloga: 0.00382033

Begin Step 78, Time: 0.0439354, Redshift: 21.7607, Nf = 0000006355, Systemstep: 0.000167528, Dloga: 0.00382033

Begin Step 79, Time: 0.0441036, Redshift: 21.6739, Nf = 0000000035, Systemstep: 0.000168169, Dloga: 0.00382033

Begin Step 80, Time: 0.0442724, Redshift: 21.5874, Nf = 0134217728, Systemstep: 0.000168813, Dloga: 0.00382033

Begin Step 81, Time: 0.0444419, Redshift: 21.5013, Nf = 0000000053, Systemstep: 0.000169459, Dloga: 0.00382033

Begin Step 82, Time: 0.044612, Redshift: 21.4155, Nf = 0000023209, Systemstep: 0.000170108, Dloga: 0.00382033

Begin Step 83, Time: 0.0447827, Redshift: 21.33, Nf = 0000000068, Systemstep: 0.000170759, Dloga: 0.00382033

Begin Step 84, Time: 0.0449542, Redshift: 21.2449, Nf = 0098770979, Systemstep: 0.000171412, Dloga: 0.00382033

Begin Step 85, Time: 0.0451262, Redshift: 21.1601, Nf = 0000000070, Systemstep: 0.000172068, Dloga: 0.00382033

Begin Step 86, Time: 0.045299, Redshift: 21.0756, Nf = 0000023893, Systemstep: 0.000172727, Dloga: 0.00382033

Begin Step 87, Time: 0.0454723, Redshift: 20.9914, Nf = 0000000119, Systemstep: 0.000173388, Dloga: 0.00382033

Begin Step 88, Time: 0.0456464, Redshift: 20.9075, Nf = 0133423925, Systemstep: 0.000174052, Dloga: 0.00382033

Begin Step 89, Time: 0.0458211, Redshift: 20.824, Nf = 0000000155, Systemstep: 0.000174718, Dloga: 0.00382033

Begin Step 90, Time: 0.0459965, Redshift: 20.7408, Nf = 0000024705, Systemstep: 0.000175387, Dloga: 0.00382033

Begin Step 91, Time: 0.0461726, Redshift: 20.6579, Nf = 0000000143, Systemstep: 0.000176058, Dloga: 0.00382033

Begin Step 92, Time: 0.0463493, Redshift: 20.5753, Nf = 0098882012, Systemstep: 0.000176732, Dloga: 0.00382033

Begin Step 93, Time: 0.0465267, Redshift: 20.493, Nf = 0000000180, Systemstep: 0.000177408, Dloga: 0.00382033

Begin Step 94, Time: 0.0467048, Redshift: 20.4111, Nf = 0000025619, Systemstep: 0.000178088, Dloga: 0.00382033

Begin Step 95, Time: 0.0468836, Redshift: 20.3294, Nf = 0000000231, Systemstep: 0.000178769, Dloga: 0.00382033

Begin Step 96, Time: 0.047063, Redshift: 20.2481, Nf = 0134217728, Systemstep: 0.000179453, Dloga: 0.00382033

Begin Step 97, Time: 0.047153, Redshift: 20.2076, Nf = 0000000001, Systemstep: 8.99841e-05, Dloga: 0.00191017

Begin Step 98, Time: 0.0472431, Redshift: 20.1671, Nf = 0000000249, Systemstep: 9.01562e-05, Dloga: 0.00191017

Begin Step 99, Time: 0.0473335, Redshift: 20.1267, Nf = 0000000003, Systemstep: 9.03286e-05, Dloga: 0.00191017

Begin Step 100, Time: 0.047424, Redshift: 20.0864, Nf = 0000074132, Systemstep: 9.05013e-05, Dloga: 0.00191017

Begin Step 101, Time: 0.0475147, Redshift: 20.0461, Nf = 0000000004, Systemstep: 9.06743e-05, Dloga: 0.00191017

Begin Step 102, Time: 0.0476055, Redshift: 20.006, Nf = 0000000296, Systemstep: 9.08477e-05, Dloga: 0.00191017

Begin Step 103, Time: 0.0476965, Redshift: 19.9659, Nf = 0000000006, Systemstep: 9.10214e-05, Dloga: 0.00191017

Begin Step 104, Time: 0.0477877, Redshift: 19.9259, Nf = 0103509063, Systemstep: 9.11954e-05, Dloga: 0.00191017

Begin Step 105, Time: 0.0478791, Redshift: 19.8859, Nf = 0000000010, Systemstep: 9.13698e-05, Dloga: 0.00191017

Begin Step 106, Time: 0.0479706, Redshift: 19.8461, Nf = 0000000358, Systemstep: 9.15445e-05, Dloga: 0.00191017

Begin Step 107, Time: 0.0480624, Redshift: 19.8063, Nf = 0000000009, Systemstep: 9.17195e-05, Dloga: 0.00191017

Begin Step 108, Time: 0.0481542, Redshift: 19.7666, Nf = 0000076207, Systemstep: 9.18949e-05, Dloga: 0.00191017

Begin Step 109, Time: 0.0482463, Redshift: 19.727, Nf = 0000000010, Systemstep: 9.20706e-05, Dloga: 0.00191017

Begin Step 110, Time: 0.0483386, Redshift: 19.6874, Nf = 0000000437, Systemstep: 9.22466e-05, Dloga: 0.00191017

Begin Step 111, Time: 0.048431, Redshift: 19.6479, Nf = 0000000008, Systemstep: 9.2423e-05, Dloga: 0.00191017

Begin Step 112, Time: 0.0485236, Redshift: 19.6085, Nf = 0133555740, Systemstep: 9.25997e-05, Dloga: 0.00191017

Begin Step 113, Time: 0.0486164, Redshift: 19.5692, Nf = 0000000008, Systemstep: 9.27768e-05, Dloga: 0.00191017

Begin Step 114, Time: 0.0487093, Redshift: 19.53, Nf = 0000000519, Systemstep: 9.29541e-05, Dloga: 0.00191017

Begin Step 115, Time: 0.0488024, Redshift: 19.4908, Nf = 0000000008, Systemstep: 9.31319e-05, Dloga: 0.00191017

Begin Step 116, Time: 0.0488958, Redshift: 19.4517, Nf = 0000078802, Systemstep: 9.33099e-05, Dloga: 0.00191017

Begin Step 117, Time: 0.0489892, Redshift: 19.4126, Nf = 0000000006, Systemstep: 9.34883e-05, Dloga: 0.00191017

Begin Step 118, Time: 0.0490829, Redshift: 19.3737, Nf = 0000000647, Systemstep: 9.36671e-05, Dloga: 0.00191017

Begin Step 119, Time: 0.0491768, Redshift: 19.3348, Nf = 0000000003, Systemstep: 9.38462e-05, Dloga: 0.00191017

Begin Step 120, Time: 0.0492708, Redshift: 19.296, Nf = 0103615919, Systemstep: 9.40256e-05, Dloga: 0.00191017

Begin Step 121, Time: 0.049365, Redshift: 19.2573, Nf = 0000000002, Systemstep: 9.42054e-05, Dloga: 0.00191017

Begin Step 122, Time: 0.0494594, Redshift: 19.2186, Nf = 0000000707, Systemstep: 9.43855e-05, Dloga: 0.00191017

Begin Step 123, Time: 0.0495539, Redshift: 19.18, Nf = 0000000001, Systemstep: 9.4566e-05, Dloga: 0.00191017

Begin Step 124, Time: 0.0496487, Redshift: 19.1415, Nf = 0000081643, Systemstep: 9.47468e-05, Dloga: 0.00191017

Begin Step 125, Time: 0.0497436, Redshift: 19.1031, Nf = 0000000001, Systemstep: 9.49279e-05, Dloga: 0.00191017

Begin Step 126, Time: 0.0498387, Redshift: 19.0647, Nf = 0000000810, Systemstep: 9.51094e-05, Dloga: 0.00191017

Begin Step 127, Time: 0.049934, Redshift: 19.0264, Nf = 0000000001, Systemstep: 9.52913e-05, Dloga: 0.00191017

Begin Step 128, Time: 0.0500295, Redshift: 18.9882, Nf = 0134217728, Systemstep: 9.54735e-05, Dloga: 0.00191017

Begin Step 129, Time: 0.0501251, Redshift: 18.9501, Nf = 0000000001, Systemstep: 9.5656e-05, Dloga: 0.00191017

Begin Step 130, Time: 0.050221, Redshift: 18.912, Nf = 0000001015, Systemstep: 9.58389e-05, Dloga: 0.00191017

Begin Step 131, Time: 0.050317, Redshift: 18.874, Nf = 0000000001, Systemstep: 9.60222e-05, Dloga: 0.00191017

Begin Step 132, Time: 0.0504132, Redshift: 18.8361, Nf = 0000199265, Systemstep: 9.62058e-05, Dloga: 0.00191017

Begin Step 133, Time: 0.0506062, Redshift: 18.7604, Nf = 0000001224, Systemstep: 0.000192964, Dloga: 0.00382033

Begin Step 134, Time: 0.0507999, Redshift: 18.6851, Nf = 0107743632, Systemstep: 0.000193702, Dloga: 0.00382033

Begin Step 135, Time: 0.0509943, Redshift: 18.61, Nf = 0000001379, Systemstep: 0.000194444, Dloga: 0.00382033

Begin Step 136, Time: 0.0511895, Redshift: 18.5353, Nf = 0000204867, Systemstep: 0.000195188, Dloga: 0.00382033

Begin Step 137, Time: 0.0513854, Redshift: 18.4608, Nf = 0000001678, Systemstep: 0.000195935, Dloga: 0.00382033

Begin Step 138, Time: 0.0515821, Redshift: 18.3866, Nf = 0133666274, Systemstep: 0.000196685, Dloga: 0.00382033

Begin Step 139, Time: 0.0517796, Redshift: 18.3126, Nf = 0000001996, Systemstep: 0.000197438, Dloga: 0.00382033

Begin Step 140, Time: 0.0519778, Redshift: 18.239, Nf = 0000211601, Systemstep: 0.000198194, Dloga: 0.00382033

Begin Step 141, Time: 0.0521767, Redshift: 18.1656, Nf = 0000002237, Systemstep: 0.000198952, Dloga: 0.00382033

Begin Step 142, Time: 0.0523764, Redshift: 18.0926, Nf = 0107844805, Systemstep: 0.000199714, Dloga: 0.00382033

Begin Step 143, Time: 0.0525769, Redshift: 18.0198, Nf = 0000002508, Systemstep: 0.000200478, Dloga: 0.00382033

Begin Step 144, Time: 0.0527782, Redshift: 17.9472, Nf = 0000219035, Systemstep: 0.000201246, Dloga: 0.00382033

Begin Step 145, Time: 0.0529802, Redshift: 17.875, Nf = 0000002973, Systemstep: 0.000202016, Dloga: 0.00382033

Begin Step 146, Time: 0.053183, Redshift: 17.803, Nf = 0134217728, Systemstep: 0.000202789, Dloga: 0.00382033

Begin Step 147, Time: 0.0533865, Redshift: 17.7313, Nf = 0000003473, Systemstep: 0.000203565, Dloga: 0.00382033

Begin Step 148, Time: 0.0535909, Redshift: 17.6599, Nf = 0000471542, Systemstep: 0.000204344, Dloga: 0.00382033

Begin Step 149, Time: 0.053796, Redshift: 17.5887, Nf = 0000003968, Systemstep: 0.000205127, Dloga: 0.00382033

Begin Step 150, Time: 0.0540019, Redshift: 17.5179, Nf = 0111499696, Systemstep: 0.000205912, Dloga: 0.00382033

Begin Step 151, Time: 0.0542086, Redshift: 17.4473, Nf = 0000004655, Systemstep: 0.0002067, Dloga: 0.00382033

Begin Step 152, Time: 0.0544161, Redshift: 17.3769, Nf = 0000484747, Systemstep: 0.000207491, Dloga: 0.00382033

Begin Step 153, Time: 0.0546244, Redshift: 17.3068, Nf = 0000005350, Systemstep: 0.000208285, Dloga: 0.00382033

Begin Step 154, Time: 0.0548335, Redshift: 17.237, Nf = 0133758075, Systemstep: 0.000209083, Dloga: 0.00382033

Begin Step 155, Time: 0.0550433, Redshift: 17.1675, Nf = 0000005945, Systemstep: 0.000209883, Dloga: 0.00382033

Begin Step 156, Time: 0.055254, Redshift: 17.0982, Nf = 0000500023, Systemstep: 0.000210686, Dloga: 0.00382033

Begin Step 157, Time: 0.0554655, Redshift: 17.0292, Nf = 0000006754, Systemstep: 0.000211493, Dloga: 0.00382033

Begin Step 158, Time: 0.0556778, Redshift: 16.9605, Nf = 0111597963, Systemstep: 0.000212302, Dloga: 0.00382033

Begin Step 159, Time: 0.0558909, Redshift: 16.892, Nf = 0000007552, Systemstep: 0.000213115, Dloga: 0.00382033

Begin Step 160, Time: 0.0561049, Redshift: 16.8238, Nf = 0000517774, Systemstep: 0.000213931, Dloga: 0.00382033

Begin Step 161, Time: 0.0563196, Redshift: 16.7558, Nf = 0000008585, Systemstep: 0.000214749, Dloga: 0.00382033

Begin Step 162, Time: 0.0565352, Redshift: 16.6881, Nf = 0134217728, Systemstep: 0.000215571, Dloga: 0.00382033

Begin Step 163, Time: 0.0566433, Redshift: 16.6543, Nf = 0000000002, Systemstep: 0.000108095, Dloga: 0.00191017

Begin Step 164, Time: 0.0567516, Redshift: 16.6207, Nf = 0000009696, Systemstep: 0.000108302, Dloga: 0.00191017

Begin Step 165, Time: 0.0568601, Redshift: 16.587, Nf = 0000000002, Systemstep: 0.000108509, Dloga: 0.00191017

Begin Step 166, Time: 0.0569688, Redshift: 16.5535, Nf = 0001004240, Systemstep: 0.000108716, Dloga: 0.00191017

Begin Step 167, Time: 0.0571869, Redshift: 16.4865, Nf = 0000010884, Systemstep: 0.000218056, Dloga: 0.00382033

Begin Step 168, Time: 0.0574058, Redshift: 16.4199, Nf = 0114807404, Systemstep: 0.000218891, Dloga: 0.00382033

Begin Step 169, Time: 0.0576255, Redshift: 16.3534, Nf = 0000012309, Systemstep: 0.000219729, Dloga: 0.00382033

Begin Step 170, Time: 0.0578461, Redshift: 16.2873, Nf = 0001032449, Systemstep: 0.00022057, Dloga: 0.00382033

Begin Step 171, Time: 0.0580675, Redshift: 16.2213, Nf = 0000013968, Systemstep: 0.000221414, Dloga: 0.00382033

Begin Step 172, Time: 0.0582897, Redshift: 16.1557, Nf = 0133835383, Systemstep: 0.000222261, Dloga: 0.00382033

Begin Step 173, Time: 0.0585129, Redshift: 16.0903, Nf = 0000015618, Systemstep: 0.000223112, Dloga: 0.00382033

Begin Step 174, Time: 0.0586247, Redshift: 16.0576, Nf = 0000000002, Systemstep: 0.000111876, Dloga: 0.00191017

Begin Step 175, Time: 0.0587368, Redshift: 16.0251, Nf = 0001065204, Systemstep: 0.00011209, Dloga: 0.00191017

Begin Step 176, Time: 0.0588491, Redshift: 15.9926, Nf = 0000000003, Systemstep: 0.000112304, Dloga: 0.00191017

Begin Step 177, Time: 0.0589616, Redshift: 15.9602, Nf = 0000017368, Systemstep: 0.000112519, Dloga: 0.00191017

Begin Step 178, Time: 0.0590744, Redshift: 15.9278, Nf = 0000000005, Systemstep: 0.000112734, Dloga: 0.00191017

Begin Step 179, Time: 0.0591873, Redshift: 15.8955, Nf = 0114900975, Systemstep: 0.00011295, Dloga: 0.00191017

Begin Step 180, Time: 0.0593005, Redshift: 15.8633, Nf = 0000000008, Systemstep: 0.000113166, Dloga: 0.00191017

Begin Step 181, Time: 0.0594139, Redshift: 15.8311, Nf = 0000019746, Systemstep: 0.000113382, Dloga: 0.00191017

Begin Step 182, Time: 0.0595275, Redshift: 15.799, Nf = 0000000011, Systemstep: 0.000113599, Dloga: 0.00191017

Begin Step 183, Time: 0.0596413, Redshift: 15.7669, Nf = 0001102271, Systemstep: 0.000113816, Dloga: 0.00191017

Begin Step 184, Time: 0.0597553, Redshift: 15.7349, Nf = 0000000013, Systemstep: 0.000114034, Dloga: 0.00191017

Begin Step 185, Time: 0.0598696, Redshift: 15.703, Nf = 0000022164, Systemstep: 0.000114252, Dloga: 0.00191017

Begin Step 186, Time: 0.059984, Redshift: 15.6711, Nf = 0000000014, Systemstep: 0.00011447, Dloga: 0.00191017

Begin Step 187, Time: 0.0600987, Redshift: 15.6393, Nf = 0134217728, Systemstep: 0.000114689, Dloga: 0.00191017

Begin Step 188, Time: 0.0602136, Redshift: 15.6075, Nf = 0000000015, Systemstep: 0.000114908, Dloga: 0.00191017

Begin Step 189, Time: 0.0603288, Redshift: 15.5758, Nf = 0000024369, Systemstep: 0.000115128, Dloga: 0.00191017

Begin Step 190, Time: 0.0604441, Redshift: 15.5442, Nf = 0000000014, Systemstep: 0.000115348, Dloga: 0.00191017

Begin Step 191, Time: 0.0605597, Redshift: 15.5126, Nf = 0001956056, Systemstep: 0.000115569, Dloga: 0.00191017

Begin Step 192, Time: 0.0606755, Redshift: 15.4811, Nf = 0000000013, Systemstep: 0.00011579, Dloga: 0.00191017

Begin Step 193, Time: 0.0607915, Redshift: 15.4497, Nf = 0000027116, Systemstep: 0.000116011, Dloga: 0.00191017

Begin Step 194, Time: 0.0609077, Redshift: 15.4183, Nf = 0000000015, Systemstep: 0.000116233, Dloga: 0.00191017

Begin Step 195, Time: 0.0610242, Redshift: 15.3869, Nf = 0117696568, Systemstep: 0.000116455, Dloga: 0.00191017

Begin Step 196, Time: 0.0611409, Redshift: 15.3557, Nf = 0000000015, Systemstep: 0.000116678, Dloga: 0.00191017

Begin Step 197, Time: 0.0612578, Redshift: 15.3245, Nf = 0000030216, Systemstep: 0.000116901, Dloga: 0.00191017

Begin Step 198, Time: 0.0613749, Redshift: 15.2933, Nf = 0000000009, Systemstep: 0.000117124, Dloga: 0.00191017

Begin Step 199, Time: 0.0614922, Redshift: 15.2622, Nf = 0002011036, Systemstep: 0.000117348, Dloga: 0.00191017

Begin Step 200, Time: 0.0616098, Redshift: 15.2312, Nf = 0000000006, Systemstep: 0.000117573, Dloga: 0.00191017

Begin Step 201, Time: 0.0617276, Redshift: 15.2002, Nf = 0000033293, Systemstep: 0.000117798, Dloga: 0.00191017

Begin Step 202, Time: 0.0618456, Redshift: 15.1693, Nf = 0000000007, Systemstep: 0.000118023, Dloga: 0.00191017

Begin Step 203, Time: 0.0619639, Redshift: 15.1384, Nf = 0133899632, Systemstep: 0.000118248, Dloga: 0.00191017

Begin Step 204, Time: 0.0620823, Redshift: 15.1076, Nf = 0000000011, Systemstep: 0.000118474, Dloga: 0.00191017

Begin Step 205, Time: 0.062201, Redshift: 15.0769, Nf = 0000036984, Systemstep: 0.000118701, Dloga: 0.00191017

Begin Step 206, Time: 0.06232, Redshift: 15.0462, Nf = 0000000021, Systemstep: 0.000118928, Dloga: 0.00191017

Begin Step 207, Time: 0.0624391, Redshift: 15.0156, Nf = 0002073200, Systemstep: 0.000119155, Dloga: 0.00191017

Begin Step 208, Time: 0.0625585, Redshift: 14.985, Nf = 0000000021, Systemstep: 0.000119383, Dloga: 0.00191017

Begin Step 209, Time: 0.0626781, Redshift: 14.9545, Nf = 0000040888, Systemstep: 0.000119611, Dloga: 0.00191017

Begin Step 210, Time: 0.062798, Redshift: 14.9241, Nf = 0000000018, Systemstep: 0.00011984, Dloga: 0.00191017

Begin Step 211, Time: 0.062918, Redshift: 14.8937, Nf = 0117787645, Systemstep: 0.000120069, Dloga: 0.00191017

Begin Step 212, Time: 0.0630383, Redshift: 14.8634, Nf = 0000000023, Systemstep: 0.000120299, Dloga: 0.00191017

Begin Step 213, Time: 0.0631589, Redshift: 14.8331, Nf = 0000045224, Systemstep: 0.000120529, Dloga: 0.00191017

